Age,Best overall,Overall rating,Potential,foot,Value,Wage,Height_cm,Weight_kg,Acceleration,Sprint speed,Agility,Reactions,Balance,Stamina,Strength,Jumping,Total attacking,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Total skill,Dribbling,Curve,FK Accuracy,Long passing,Ball control,Total defending,Defensive awareness,Standing tackle,Sliding tackle,Interceptions,Aggression,Total goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Total mentality,Att. Position,Vision,Penalties,Composure,Total power,Shot power,Long shots,Total stats,International reputation,On Loan,Team_encoded,Best position_CAM,Best position_CB,Best position_CDM,Best position_CF,Best position_CM,Best position_GK,Best position_LB,Best position_LM,Best position_LW,Best position_LWB,Best position_RB,Best position_RM,Best position_RW,Best position_RWB,Best position_ST,Years left,Forward Score,Midfielder Score,Defender Score,Goalkeeper Score,Position Category_Defender,Position Category_Forward,Position Category_Goalkeeper,Position Category_Midfielder
26,68,68,68,1,14.077875591662238,9.472781556562168,191,93,53,72,54.0,64,45.0,71,91,82.0,0.708860759493671,58,62,71,69,66.0,0.619753086419753,62,57.0,49,67,68,0.256198347107438,35,37,15.0,37,83,0.1007025761124121,12,13,14.0,8,6,0.7282913165266106,70,69.0,66.0,70.0,0.7909967845659165,74,61,1761,1,0,14.420652982860608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1,64.6,68.8,43.0,10.6,0.0,1.0,0.0,0.0
25,76,76,76,0,15.955576839107596,9.99884318585288,185,74,66,63,71.0,76,69.0,80,72,73.0,0.7215189873417722,74,57,64,81,55.0,0.7580246913580246,75,59.0,69,79,77,0.7231404958677686,67,70,63.0,73,67,0.0983606557377049,14,12,9.0,9,8,0.8095238095238095,66,80.0,68.0,79.0,0.7427652733118972,71,68,2005,1,0,15.148870220725836,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,66.4,79.4,69.0,10.4,0.0,0.0,0.0,1.0
26,80,78,80,1,16.5563506464056,10.463131911491969,190,86,57,58,64.0,76,59.0,68,86,86.0,0.5848101265822785,46,39,83,70,39.0,0.5259259259259259,60,39.0,29,68,69,0.8553719008264463,79,79,74.0,75,76,0.1053864168618267,9,9,10.0,13,14,0.6302521008403361,49,57.0,33.0,75.0,0.639871382636656,61,31,1765,1,0,15.523757085185755,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,55.0,66.4,78.6,11.0,1.0,0.0,0.0,0.0
31,78,78,78,1,16.257857680289998,10.239995502805316,176,66,90,84,85.0,73,77.0,87,60,67.0,0.729113924050633,76,70,44,75,69.0,0.7604938271604937,79,73.0,66,65,77,0.6033057851239669,54,61,56.0,67,64,0.0983606557377049,13,12,15.0,5,7,0.773109243697479,75,78.0,57.0,78.0,0.707395498392283,68,71,2020,2,0,15.245425611706318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,78.2,76.4,59.6,10.4,0.0,0.0,0.0,1.0
25,70,68,71,1,14.285514812209817,8.294299608857235,178,70,70,71,78.0,65,79.0,76,73,69.0,0.6000000000000001,56,53,53,71,50.0,0.6567901234567901,69,63.0,49,66,71,0.7107438016528926,64,68,65.0,66,76,0.0772833723653395,12,10,7.0,6,8,0.7254901960784313,61,64.0,57.0,70.0,0.6913183279742765,65,65,1876,1,0,14.240311830879453,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,65.6,69.6,67.2,8.6,0.0,0.0,0.0,1.0
26,78,75,78,1,15.830413711839864,10.203629181337648,180,74,74,78,71.0,76,74.0,70,67,79.0,0.7721518987341772,54,76,72,74,75.0,0.7135802469135802,78,74.0,51,59,79,0.2355371900826446,26,28,28.0,22,42,0.0936768149882904,13,10,14.0,6,7,0.6162464985994398,78,72.0,71.0,76.0,0.7427652733118972,75,73,1846,1,0,15.010128258259575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,76.2,70.8,34.2,10.0,0.0,1.0,0.0,0.0
26,72,70,73,1,14.45736497045232,10.043292972227004,187,80,74,81,67.0,65,70.0,89,81,82.0,0.569620253164557,55,52,66,68,30.0,0.6271604938271604,70,50.0,56,64,66,0.7231404958677686,66,69,65.0,65,82,0.0772833723653395,10,5,11.0,10,7,0.6834733893557423,57,58.0,47.0,69.0,0.7459807073954985,57,56,1851,1,0,14.145362428558853,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,66.8,69.0,69.2,8.6,1.0,0.0,0.0,0.0
27,74,74,74,0,15.319588176962746,9.105090961257083,170,65,79,77,92.0,66,90.0,74,46,51.0,0.6455696202531647,68,72,31,77,53.0,0.8049382716049382,78,80.0,71,72,77,0.3140495867768595,33,35,33.0,40,63,0.0913348946135831,13,7,5.0,9,15,0.6330532212885154,67,69.0,52.0,72.0,0.6141479099678457,76,77,1848,1,0,14.144850341401751,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,76.4,73.8,37.4,9.8,0.0,0.0,0.0,1.0
28,74,74,75,0,15.009433329466964,10.085850775128716,196,82,45,39,29.0,66,24.0,28,63,64.0,0.0531645569620253,10,9,14,28,6.0,0.0716049382716049,12,18.0,12,24,15,0.0371900826446281,13,11,10.0,17,29,0.8243559718969555,76,68,65.0,75,78,0.0672268907563025,8,23.0,12.0,52.0,0.247588424437299,49,6,1046,1,0,15.84386745887502,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,30.8,23.6,22.8,72.4,0.0,0.0,1.0,0.0
26,76,75,76,1,15.687312888712007,10.62135173563291,175,70,79,72,86.0,71,83.0,70,50,60.0,0.729113924050633,75,70,45,76,68.0,0.8296296296296296,81,80.0,77,70,80,0.3801652892561983,35,42,40.0,30,41,0.072599531615925,9,7,5.0,6,14,0.5938375350140056,69,73.0,64.0,77.0,0.6334405144694535,78,72,1878,2,1,14.14577520811147,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,76.0,73.8,39.4,8.2,0.0,0.0,0.0,1.0
25,73,71,76,0,14.80876270134486,9.210440366976515,178,73,63,68,74.0,70,73.0,81,69,61.0,0.5949367088607596,51,59,47,72,52.0,0.6864197530864197,70,59.0,58,70,73,0.7809917355371901,70,73,71.0,68,72,0.1077283372365339,9,15,11.0,6,15,0.7591036414565826,68,69.0,59.0,69.0,0.6688102893890675,68,62,1906,1,0,14.142550641399485,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,65.6,73.0,70.2,11.2,0.0,0.0,0.0,1.0
26,78,76,79,1,16.066802461833923,10.491301994830229,175,70,65,64,78.0,76,81.0,66,60,68.0,0.7544303797468355,65,68,64,79,68.0,0.8246913580246913,80,80.0,70,76,80,0.6735537190082646,66,64,58.0,68,68,0.0889929742388758,14,6,11.0,7,10,0.8459383753501399,74,78.0,79.0,76.0,0.6463022508038585,69,71,2031,2,0,14.14577520811147,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,69.2,75.8,63.2,9.6,0.0,0.0,0.0,1.0
30,71,71,71,1,14.403297778421797,9.546884034617923,185,77,76,76,73.0,65,68.0,71,76,86.0,0.749367088607595,68,66,72,69,67.0,0.7135802469135802,73,60.0,68,68,72,0.2644628099173554,32,32,25.0,35,43,0.1077283372365339,12,13,13.0,12,6,0.5770308123249299,67,66.0,60.0,68.0,0.752411575562701,68,66,1824,1,0,14.625546094692146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,71.8,69.2,40.0,11.2,0.0,0.0,0.0,1.0
27,76,75,76,1,15.687312888712007,9.105090961257083,169,66,79,72,81.0,73,73.0,83,67,85.0,0.7645569620253165,71,72,69,76,60.0,0.8148148148148148,75,80.0,75,75,77,0.7727272727272727,63,75,74.0,73,82,0.1194379391100702,7,15,11.0,14,14,0.8459383753501399,71,74.0,67.0,68.0,0.819935691318328,78,75,2136,1,0,15.175199880488693,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,75.2,77.0,70.4,12.2,0.0,0.0,0.0,1.0
26,79,76,78,0,16.012735246411598,11.002116507732016,184,79,66,55,68.0,78,64.0,83,76,72.0,0.7468354430379748,68,68,55,78,72.0,0.7234567901234568,72,63.0,54,78,78,0.8140495867768596,74,76,72.0,75,76,0.0702576112412178,6,8,6.0,6,14,0.7955182072829131,72,74.0,52.0,75.0,0.7877813504823152,77,70,2006,1,0,15.447097862389509,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,67.6,78.2,74.6,8.0,0.0,0.0,0.0,1.0
30,80,79,79,1,16.52356082573315,10.819798284210286,174,67,92,93,89.0,78,89.0,85,56,66.0,0.7215189873417722,83,67,44,78,59.0,0.7703703703703703,82,68.0,58,75,81,0.7892561983471075,72,75,69.0,73,66,0.0866510538641686,14,6,11.0,5,11,0.7759103641456583,74,74.0,55.0,76.0,0.5916398713826367,53,57,2058,2,0,16.215168604656473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,77.4,78.6,69.0,9.4,0.0,0.0,0.0,1.0
24,77,77,83,1,16.41820031748273,9.798182590890704,193,78,29,34,39.0,74,29.0,23,61,58.0,0.1139240506329114,12,19,12,29,19.0,0.1012345679012345,27,10.0,13,15,28,0.1322314049586777,8,24,25.0,23,41,0.8548009367681498,77,74,71.0,75,78,0.1792717086834734,11,41.0,13.0,43.0,0.2508038585209003,53,16,1161,1,0,16.086160515055486,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,32.4,27.2,28.2,75.0,0.0,0.0,1.0,0.0
28,76,76,76,1,15.830413711839864,10.085850775128716,188,83,63,73,54.0,76,55.0,89,80,84.0,0.7341772151898734,59,68,78,77,54.0,0.7012345679012345,75,61.0,48,76,76,0.7933884297520661,72,75,70.0,75,69,0.0913348946135831,13,10,7.0,8,11,0.7619047619047619,75,75.0,43.0,74.0,0.8681672025723473,77,73,1999,2,0,15.32496833270113,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,71.2,78.6,74.4,9.8,0.0,0.0,0.0,1.0
28,69,69,69,1,14.151983508870948,9.546884034617923,191,90,75,81,61.0,61,53.0,66,83,88.0,0.6506329113924051,40,72,72,61,58.0,0.4839506172839506,63,51.0,31,38,65,0.1528925619834711,23,21,18.0,21,65,0.1077283372365339,15,10,15.0,6,10,0.5854341736694678,66,61.0,61.0,62.0,0.7877813504823152,75,66,1652,1,0,14.625546094692146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,73.2,58.2,33.2,11.2,0.0,1.0,0.0,0.0
24,77,77,82,1,16.380459992348886,9.39274525863144,190,74,45,44,35.0,74,38.0,44,62,64.0,0.0784810126582278,13,8,14,35,7.0,0.091358024691358,13,12.0,13,30,21,0.0619834710743801,13,11,16.0,15,26,0.8618266978922716,77,75,73.0,75,78,0.0952380952380952,6,41.0,11.0,46.0,0.3215434083601285,55,8,1152,1,0,15.156062741195962,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,33.0,34.2,23.4,75.6,0.0,0.0,1.0,0.0
26,77,76,77,1,15.894952224644102,10.859018228147889,190,87,50,64,55.0,74,54.0,83,82,78.0,0.6886075949367089,60,60,74,74,50.0,0.6716049382716048,67,66.0,49,70,72,0.8305785123966942,75,76,75.0,75,83,0.072599531615925,10,8,6.0,6,11,0.7899159663865546,67,67.0,55.0,72.0,0.7717041800643087,70,60,1926,1,0,15.938437043511009,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,62.2,73.2,76.6,8.2,1.0,0.0,0.0,0.0
27,77,77,78,0,16.213405921671733,10.203629181337648,184,81,58,64,65.0,75,65.0,74,75,60.0,0.6278481012658228,65,63,42,80,44.0,0.7333333333333333,74,66.0,52,80,77,0.8181818181818182,74,77,72.0,76,72,0.0983606557377049,12,11,11.0,10,8,0.8067226890756303,60,77.0,68.0,77.0,0.6945337620578778,72,68,1947,1,0,15.827203969049869,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,66.2,77.6,74.8,10.4,0.0,0.0,0.0,1.0
25,81,79,83,0,17.01418371633128,10.87806606028079,174,60,82,77,85.0,78,80.0,85,57,71.0,0.7746835443037975,78,76,58,79,61.0,0.8320987654320987,77,82.0,74,78,78,0.6115702479338844,60,59,54.0,47,70,0.1100702576112412,9,10,10.0,14,14,0.7507002801120448,82,80.0,54.0,76.0,0.7717041800643087,79,81,2079,1,0,16.01416287384827,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,78.2,80.0,55.4,11.4,0.0,0.0,0.0,1.0
25,72,72,77,1,14.978661680269909,8.853808274977197,173,64,76,71,84.0,67,83.0,72,40,62.0,0.7316455696202532,71,62,67,71,64.0,0.6716049382716048,73,59.0,54,64,74,0.7603305785123967,69,72,68.0,65,50,0.1100702576112412,10,13,7.0,12,15,0.6610644257703081,65,63.0,58.0,57.0,0.5594855305466238,69,64,1914,1,0,15.145965979444968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,70.2,68.8,62.8,11.4,1.0,0.0,0.0,0.0
25,70,68,71,1,14.285514812209817,9.105090961257083,175,67,72,63,78.0,66,75.0,83,68,70.0,0.6354430379746836,59,57,56,71,54.0,0.6765432098765432,67,59.0,62,68,70,0.6735537190082646,62,64,62.0,62,66,0.0983606557377049,11,12,6.0,14,9,0.7086834733893558,61,66.0,63.0,69.0,0.6591639871382637,63,54,1873,1,0,13.77921220358746,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,64.4,71.6,63.6,10.4,0.0,0.0,0.0,1.0
27,75,74,75,1,15.38412668421143,8.987321812850125,180,71,67,60,75.0,76,80.0,79,67,63.0,0.6253164556962026,65,53,49,80,46.0,0.7999999999999999,76,76.0,73,76,75,0.7438016528925621,68,71,66.0,71,69,0.126463700234192,15,12,12.0,12,13,0.7647058823529411,65,76.0,57.0,76.0,0.6463022508038585,70,55,1968,1,0,14.814526995293448,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,65.2,77.2,68.6,12.8,0.0,0.0,0.0,1.0
25,64,64,68,1,13.384729180332174,10.203629181337648,188,77,36,49,42.0,51,38.0,18,54,52.0,0.0329113924050632,12,9,13,19,6.0,0.0493827160493827,14,12.0,11,18,17,0.0826446280991735,21,12,12.0,6,27,0.7096018735362998,69,63,55.0,64,62,0.042016806722689,4,32.0,11.0,45.0,0.1318327974276527,41,9,959,1,0,16.494482213374543,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,29.8,20.8,21.0,62.6,0.0,0.0,1.0,0.0
25,79,77,80,0,16.454567959008102,9.90353755128617,187,70,73,70,79.0,76,67.0,82,62,61.0,0.7367088607594937,75,66,44,81,71.0,0.7950617283950616,80,76.0,65,76,77,0.5661157024793388,46,64,52.0,58,58,0.0866510538641686,14,11,7.0,5,10,0.7310924369747899,75,83.0,52.0,74.0,0.6977491961414792,75,70,1961,2,0,15.717269843490262,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,72.8,79.8,56.4,9.4,0.0,0.0,0.0,1.0
25,75,73,76,1,15.096444681204078,10.34177474101152,180,73,66,75,68.0,69,66.0,57,82,79.0,0.5544303797468355,64,28,69,68,36.0,0.5604938271604938,65,54.0,37,56,67,0.7892561983471075,72,73,71.0,70,81,0.1007025761124121,11,9,12.0,7,14,0.6638655462184874,47,59.0,45.0,71.0,0.5016077170418007,52,19,1748,1,0,14.150028994683735,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,57.2,61.4,73.6,10.6,1.0,0.0,0.0,0.0
24,61,61,67,1,12.959846800844964,9.741027444837728,190,92,39,39,45.0,54,61.0,28,64,58.0,0.0556962025316455,10,10,12,19,17.0,0.0666666666666666,10,12.0,13,29,15,0.0950413223140495,25,10,13.0,18,28,0.6885245901639344,61,59,61.0,59,64,0.1596638655462185,10,50.0,16.0,24.0,0.2443729903536977,46,13,1068,1,0,15.855087595926976,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,28.8,28.2,26.0,60.8,0.0,0.0,1.0,0.0
27,70,70,70,0,14.220976332738882,11.06665398721974,182,70,86,77,70.0,71,69.0,34,70,78.0,0.6151898734177216,71,49,58,72,39.0,0.6765432098765432,73,68.0,49,64,72,0.7520661157024794,68,71,68.0,68,74,0.1030444964871194,14,14,7.0,11,8,0.7226890756302521,64,64.0,53.0,63.0,0.504823151125402,56,52,1862,1,0,15.866388709124378,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,68.2,61.2,69.0,10.8,1.0,0.0,0.0,0.0
27,80,79,79,1,16.759949589762293,11.289794413577894,184,71,81,83,72.0,76,71.0,75,75,86.0,0.8632911392405064,73,82,75,78,79.0,0.782716049382716,80,77.0,58,72,82,0.3057851239669422,34,31,34.0,27,57,0.0772833723653395,12,5,13.0,5,8,0.6918767507002801,78,77.0,73.0,79.0,0.842443729903537,79,80,1988,2,0,16.442763007292996,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,81.0,76.8,40.2,8.6,0.0,1.0,0.0,0.0
29,80,79,79,1,16.52356082573315,11.39640288460621,192,86,49,51,34.0,78,48.0,87,83,82.0,0.8405063291139241,68,72,84,75,79.0,0.7037037037037036,71,63.0,53,75,75,0.8801652892561984,79,82,77.0,81,79,0.0772833723653395,11,13,5.0,6,8,0.8683473389355743,75,70.0,70.0,73.0,0.842443729903537,73,70,2026,2,0,15.72180207254506,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,63.2,76.4,80.4,8.6,1.0,0.0,0.0,0.0
24,78,76,81,0,16.257857680289998,9.305741456739437,182,77,68,71,72.0,74,74.0,80,81,76.0,0.6886075949367089,62,60,59,78,59.0,0.7925925925925925,81,70.0,68,75,79,0.756198347107438,72,72,64.0,70,79,0.1053864168618267,13,9,10.0,12,11,0.8291316526610644,76,74.0,62.0,76.0,0.7909967845659165,74,68,2053,1,0,14.144850341401751,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,70.8,77.2,71.8,11.0,0.0,0.0,0.0,1.0
26,76,76,76,0,15.894952224644102,10.34177474101152,174,69,84,73,87.0,76,87.0,80,61,70.0,0.7645569620253165,74,74,50,76,74.0,0.7728395061728395,74,76.0,70,71,74,0.4049586776859504,42,41,40.0,39,57,0.0913348946135831,11,10,11.0,10,7,0.6946778711484594,77,75.0,65.0,78.0,0.7781350482315113,84,80,1980,1,0,15.238016582283896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,77.8,75.2,44.6,9.8,0.0,1.0,0.0,0.0
26,72,71,73,1,14.557448378884017,8.853808274977197,180,74,85,87,76.0,65,72.0,84,82,86.0,0.4936708860759494,55,30,60,63,33.0,0.5358024691358024,64,55.0,21,61,68,0.731404958677686,66,67,69.0,69,77,0.0866510538641686,6,14,10.0,6,11,0.6358543417366946,59,54.0,33.0,57.0,0.6366559485530547,48,31,1767,1,0,14.144850341401751,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,62.8,66.0,70.6,9.4,1.0,0.0,0.0,0.0
24,74,74,77,1,15.520258832020865,9.90353755128617,175,68,80,85,80.0,68,80.0,76,56,70.0,0.610126582278481,67,44,58,69,49.0,0.6691358024691357,68,62.0,53,68,72,0.7809917355371901,70,72,72.0,70,63,0.1124121779859484,10,10,15.0,15,8,0.680672268907563,60,59.0,56.0,68.0,0.6012861736334405,63,55,1903,1,0,15.010128258259575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,68.0,68.8,68.0,11.6,1.0,0.0,0.0,0.0
28,77,76,76,0,15.830413711839864,9.90353755128617,180,78,74,76,79.0,71,74.0,74,69,74.0,0.7924050632911394,72,77,63,74,73.0,0.854320987654321,79,86.0,82,73,78,0.7024793388429752,62,70,63.0,64,65,0.0819672131147541,8,6,12.0,8,11,0.8263305322128851,76,77.0,78.0,78.0,0.819935691318328,89,82,2119,1,0,15.535539647922274,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,79.0,75.2,65.6,9.0,0.0,1.0,0.0,0.0
28,75,75,75,1,15.520258832020865,10.714439990727769,172,64,76,66,84.0,69,85.0,71,40,56.0,0.779746835443038,77,71,51,77,78.0,0.8567901234567901,77,87.0,85,73,77,0.5991735537190083,57,59,54.0,62,62,0.0960187353629976,12,13,8.0,12,6,0.8067226890756303,74,75.0,80.0,77.0,0.6463022508038585,85,82,2041,1,0,15.239132020834669,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75.0,74.6,54.4,10.2,0.0,0.0,0.0,1.0
27,73,72,73,1,14.80876270134486,9.39274525863144,180,78,72,64,77.0,67,81.0,89,73,71.0,0.6810126582278482,61,63,53,73,65.0,0.7432098765432098,73,66.0,72,70,72,0.6818181818181819,65,67,58.0,67,63,0.0889929742388758,5,12,6.0,15,10,0.7563025210084033,65,72.0,68.0,70.0,0.7909967845659165,74,72,1981,1,0,14.746296929722424,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,69.2,75.2,66.0,9.6,0.0,0.0,0.0,1.0
24,76,74,80,0,15.607270193858982,10.778977123006351,190,75,59,61,63.0,77,67.0,66,64,75.0,0.5240506329113924,45,27,76,74,31.0,0.4296296296296296,34,29.0,26,67,70,0.8305785123966942,75,76,75.0,76,74,0.1007025761124121,10,12,5.0,14,12,0.6162464985994398,31,60.0,44.0,62.0,0.5530546623794212,59,41,1675,1,0,15.581266178514475,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,48.0,67.4,73.2,10.6,1.0,0.0,0.0,0.0
25,77,75,77,1,15.76142084987672,10.085850775128716,187,84,66,58,68.0,75,72.0,80,77,68.0,0.6455696202531647,71,59,49,79,43.0,0.7037037037037036,75,56.0,53,76,77,0.7768595041322315,71,72,70.0,70,61,0.0913348946135831,14,10,10.0,8,7,0.711484593837535,73,77.0,38.0,74.0,0.7491961414790997,75,66,1924,1,0,15.077493288875054,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,66.6,77.8,72.0,9.8,0.0,0.0,0.0,1.0
25,72,71,72,1,14.603968372873895,11.050905878263569,182,80,67,71,71.0,64,60.0,68,67,62.0,0.6860759493670887,67,69,48,72,61.0,0.7037037037037036,75,72.0,53,59,78,0.3181818181818182,33,38,31.0,32,45,0.0749414519906323,5,6,8.0,10,13,0.5742296918767507,69,66.0,58.0,68.0,0.639871382636656,65,70,1733,1,1,14.145362428558853,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,69.4,68.6,40.2,8.4,0.0,0.0,0.0,1.0
24,74,72,76,1,15.039286283703994,9.210440366976515,181,70,86,83,81.0,73,71.0,73,67,77.0,0.6936708860759494,58,74,59,66,63.0,0.619753086419753,73,61.0,45,52,72,0.1446280991735537,22,24,14.0,16,43,0.0655737704918032,6,10,7.0,7,8,0.5518207282913166,74,64.0,65.0,68.0,0.7138263665594855,70,68,1732,1,0,13.892375812710885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,77.2,65.4,28.6,7.6,0.0,1.0,0.0,0.0
28,75,75,75,1,15.520258832020865,10.5713425658087,183,75,85,84,80.0,65,75.0,71,59,61.0,0.6379746835443039,72,72,32,68,54.0,0.7358024691358024,82,71.0,60,58,79,0.3925619834710744,42,45,33.0,25,40,0.0960187353629976,6,11,11.0,13,10,0.5658263305322129,71,70.0,61.0,72.0,0.6784565916398715,81,72,1819,2,0,14.150028994683735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,80.8,69.2,40.8,10.2,0.0,1.0,0.0,0.0
28,62,62,62,1,12.899222326086994,8.987321812850125,188,83,65,73,54.0,59,60.0,72,80,76.0,0.5316455696202532,28,61,60,51,56.0,0.4592592592592592,58,50.0,38,30,62,0.1487603305785124,21,22,18.0,20,44,0.1124121779859484,12,15,8.0,9,14,0.4817927170868347,62,52.0,59.0,60.0,0.7009646302250805,65,58,1512,1,0,14.144850341401751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,64.4,53.4,32.2,11.6,0.0,1.0,0.0,0.0
31,74,74,74,1,15.068273812173889,10.691967639914864,179,69,75,81,83.0,71,80.0,65,61,69.0,0.779746835443038,76,76,57,70,75.0,0.7975308641975308,72,86.0,80,64,73,0.615702479338843,59,59,56.0,59,47,0.1077283372365339,8,13,6.0,15,14,0.7450980392156863,76,68.0,81.0,74.0,0.7266881028938907,80,84,2039,1,0,15.362342693060851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,76.8,68.0,58.8,11.2,0.0,1.0,0.0,0.0
28,74,74,74,1,15.250595321348806,10.165890277802454,187,76,44,36,58.0,72,67.0,65,67,59.0,0.7063291139240507,70,54,55,81,65.0,0.7679012345679012,72,69.0,63,81,78,0.6942148760330579,55,70,68.0,71,74,0.0819672131147541,12,7,8.0,8,10,0.7450980392156863,59,75.0,52.0,71.0,0.6559485530546625,74,72,1871,1,0,14.850067346467664,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,56.0,76.0,66.2,9.0,0.0,0.0,0.0,1.0
